X,Y
-0.2768436,-2.5
-0.2768436,-2.5
-0.2768438,-2.5
-0.276844,-2.5
-0.2768441,-2.5
-0.2768443,-2.5
-0.2768444,-2.5
-0.2768444,-2.5
-0.2768444,-2.5
-0.2768445,-2.5
-0.2768446,-2.5
-0.2768446,-2.5
-0.2768446,-2.5
-0.2768447,-2.5
-0.2768447,-2.5
-0.2768447,-2.5
-0.2768447,-2.5
-0.2768447,-2.52531
-0.2768447,-2.52531
-0.2768447,-2.365506
-0.2768447,-2.205702
-0.2768447,-2.045898
-0.2768447,-1.886094
-0.2768447,-1.726291
-0.2768447,-1.726291
-0.2768447,-1.566487
-0.2768447,-1.406683
-0.2768447,-1.246879
-0.2768447,-1.087076
-0.2768447,-0.9272719
-0.2768447,-0.7674681
-0.2768447,-0.7674681
-0.2768447,-0.6076643
-0.2768447,-0.4478605
-0.2768447,-0.2880567
-0.2768447,-0.1282529
-0.2768447,-0.1282529
-0.2768447,0.03155091
-0.2768447,0.1913547
-0.2768447,0.3511585
-0.2768447,0.5109623
-0.2768447,0.6293902
-0.2768447,0.469194
-0.2768447,0.469194
-0.2768447,0.3089978
-0.2768447,0.1488016
-0.2768447,-0.01139459
-0.2768447,-0.1715908
-0.2768447,-0.1715908
-0.2768447,-0.331787
-0.2768447,-0.4919832
-0.2768447,-0.6521794
-0.2768447,-0.8123755
-0.2768447,-0.9725717
-0.2768447,-0.9725717
-0.2768447,-1.132768
-0.2768447,-1.292964
-0.2768447,-1.45316
-0.2768447,-1.613356
-0.2768447,-1.773553
-0.2768447,-1.773553
-0.2768447,-1.933749
-0.2768447,-2.093945
-0.2768447,-2.254141
-0.2768447,-2.414338
-0.2768447,-2.574534
-0.2768447,-2.574534
-0.2768447,-2.73473
-0.2768447,-2.894927
-0.2768447,-3.055123
-0.2768447,-3.215319
-0.2768447,-3.375515
-0.2768447,-3.375515
-0.2768447,-3.535712
-0.2768447,-3.695908
-0.2768447,-3.856104
-0.2768447,-4.016301
-0.2768447,-4.176497
-0.2768447,-4.176497
-0.2768447,-4.163932
-0.2768447,-4.004128
-0.2768447,-3.844324
-0.2768447,-3.68452
-0.2768447,-3.524716
-0.2768447,-3.364913
-0.2768447,-3.364913
-0.2768447,-3.205109
-0.2768447,-3.045305
-0.2768447,-2.885501
-0.2768447,-2.725697
-0.2768447,-2.725697
-0.2768447,-2.565893
-0.2768447,-2.406089
-0.2768447,-2.246285
-0.2768447,-2.086482
-0.2768447,-1.926678
-0.2768447,-1.926678
-0.2768447,-1.766874
-0.2768447,-1.60707
-0.2768447,-1.447267
-0.2768447,-1.287463
-0.2768447,-1.127659
-0.2768447,-0.9678553
-0.2768447,-0.9678553
-0.2768447,-0.8080515
-0.2768447,-0.6482477
-0.2768447,-0.4884439
-0.2768447,-0.32864
-0.2768447,-0.32864
-0.2768447,-0.1688363
-0.2768447,-0.009032458
-0.2768447,0.1507713
-0.2768447,0.3105751
-0.2768447,0.4703789
-0.2768447,0.4703789
-0.2768447,0.6301827
-0.2768447,0.7899866
-0.2768447,0.9497904
-0.2768447,1.109594
-0.2768447,1.269398
-0.2768447,1.429202
-0.2768447,1.429202
-0.2768447,1.589005
-0.2768447,1.748809
-0.2768447,1.908613
-0.2768447,1.832209
-0.2768447,1.672012
-0.2768447,1.672012
-0.2768447,1.511816
-0.2768447,1.35162
-0.2768447,1.191424
-0.2768447,1.031228
-0.2768447,0.8710314
-0.2768447,0.8710314
-0.2768447,0.7108352
-0.2768447,0.550639
-0.2768447,0.3904428
-0.2768447,0.2302466
-0.2768447,0.2302466
-0.2768447,0.07005045
-0.2768447,-0.09014575
-0.2768447,-0.250342
-0.2768447,-0.4105381
-0.2768447,-0.5707343
-0.2768447,-0.5707343
-0.2768447,-0.7309305
-0.2768447,-0.8911267
-0.2768447,-1.051323
-0.2768447,-1.211519
-0.2768447,-1.371715
-0.2768447,-1.371715
-0.2768447,-1.531911
-0.2768447,-1.692108
-0.2768447,-1.852304
-0.2768447,-2.0125
-0.2768447,-2.172696
-0.2768447,-2.172696
-0.2768447,-2.332893
-0.2768447,-2.493089
-0.2731387,-2.54734
-0.2608943,-2.388005
-0.2486349,-2.228672
-0.2486349,-2.228672
-0.238301,-2.069339
-0.2279455,-1.909871
-0.2175773,-1.750403
-0.208236,-1.590937
-0.2012344,-1.431407
-0.2012344,-1.431407
-0.1970197,-1.271757
-0.1927973,-1.112009
-0.1885697,-0.9522607
-0.1858666,-0.792513
-0.1847494,-0.632732
-0.1851079,-0.4729322
-0.1851079,-0.4729322
-0.1885768,-0.3131288
-0.1920493,-0.1533627
-0.1955259,0.006403357
-0.2003071,0.1661693
-0.2003071,0.1661693
-0.2081466,0.3259015
-0.2159898,0.4855129
-0.2238427,0.6451239
-0.2332775,0.8047344
-0.2442098,0.9642594
-0.2442098,0.9642594
-0.2581506,1.123689
-0.2720882,1.282884
-0.2860428,1.442078
-0.3013734,1.601271
-0.318783,1.760338
-0.3374754,1.919192
-0.3374754,1.919192
-0.3592341,2.077899
-0.3809666,2.23622
-0.4027256,2.394538
-0.4260381,2.552851
-0.4260381,2.552851
-0.4526043,2.710948
-0.4791186,2.86854
-0.505665,3.026126
-0.5334146,3.183707
-0.562815,3.341086
-0.562815,3.341086
-0.5952795,3.498169
-0.6276624,3.654661
-0.6600844,3.811146
-0.7056533,3.955695
-0.8614937,3.990499
-0.8614937,3.990499
-1.017647,4.022184
-1.174451,4.053805
-1.331294,4.085238
-1.488175,4.114851
-1.645398,4.142859
-1.645398,4.142859
-1.802918,4.167883
-1.960937,4.19279
-2.118985,4.217505
-2.277064,4.240812
-2.435353,4.262115
-2.435353,4.262115
-2.593924,4.280468
-2.752862,4.298668
-2.911824,4.316674
-3.070807,4.33252
-3.230018,4.347055
-3.389355,4.360108
-3.389355,4.360108
-3.548821,4.369701
-3.708532,4.379114
-3.868255,4.38833
-4.027989,4.396366
-4.027989,4.396366
-4.187788,4.395996
-4.347787,4.395543
-4.507787,4.395024
-4.667787,4.393268
-4.827777,4.389561
-4.987734,4.384373
-4.987734,4.384373
-5.14765,4.376427
-5.307453,4.368291
-5.467246,4.359959
-5.627028,4.349536
-5.627028,4.349536
-5.786689,4.336426
-5.946153,4.323135
-6.1056,4.30965
-6.265031,4.294413
-6.424305,4.277474
-6.424305,4.277474
-6.316748,4.269315
-6.156841,4.263659
-5.996941,4.257808
-5.837048,4.251756
-5.677163,4.245043
-5.677163,4.245043
-5.517303,4.237436
-5.357484,4.229635
-5.197675,4.221639
-5.037875,4.213149
-4.8781,4.204023
-4.71836,4.194434
-4.71836,4.194434
-4.558648,4.183957
-4.398991,4.173288
-4.239347,4.162423
-4.079716,4.151002
-4.079716,4.151002
-3.920124,4.138785
-3.760591,4.126377
-3.601073,4.113774
-3.44157,4.100658
-3.282108,4.086994
-3.122692,4.072715
-3.122692,4.072715
-2.96333,4.057613
-2.804044,4.042322
-2.644776,4.026837
-2.485527,4.0107
-2.485527,4.0107
-2.326342,3.993704
-2.167246,3.97652
-2.008171,3.959143
-1.849118,3.941298
-1.690115,3.922816
-1.690115,3.922816
-1.531185,3.903559
-1.372347,3.884117
-1.213532,3.864482
-1.054741,3.844324
-0.896015,3.823694
-0.896015,3.823694
-0.7373495,3.802123
-0.5788081,3.780372
-0.5014318,3.678743
-0.4827086,3.519687
-0.4643359,3.360588
-0.4643359,3.360588
-0.4466404,3.201448
-0.4289583,3.042232
-0.4112977,2.883014
-0.3940112,2.723793
-0.377065,2.564531
-0.377065,2.564531
-0.3608107,2.405233
-0.3445691,2.245864
-0.3283472,2.086492
-0.3124843,1.927118
-0.2969821,1.767709
-0.2969821,1.767709
-0.2821592,1.608264
-0.2673485,1.448755
-0.2525559,1.289244
-0.2381205,1.129731
-0.2240326,0.9701859
-0.2240326,0.9701859
-0.2106138,0.8106099
-0.1972068,0.6509764
-0.1838161,0.4913415
-0.1707748,0.3317053
-0.1580841,0.1720404
-0.1580841,0.1720404
-0.1460562,0.01234719
-0.1340391,-0.1473971
-0.1220368,-0.3071425
-0.1103867,-0.466889
-0.09906039,-0.6266614
-0.09906039,-0.6266614
-0.08839668,-0.7864571
-0.07774304,-0.9462982
-0.06710242,-1.10614
-0.05699218,-1.265983
-0.0470652,-1.42586
-0.0470652,-1.42586
-0.03769048,-1.585749
-0.02832531,-1.745671
-0.0189716,-1.905593
-0.009883298,-2.065516
-0.001242911,-2.225455
-0.001242911,-2.225455
0.006715496,-2.385418
0.0146659,-2.545417
-0.02000571,-2.495209
-0.07576771,-2.345579
-0.13123,-2.195848
-0.13123,-2.195848
-0.1711138,-2.046006
-0.2122685,-1.891586
-0.253472,-1.737179
-0.2834657,-1.582784
-0.3057728,-1.425917
-0.3057728,-1.425917
-0.3106846,-1.267707
-0.3156497,-1.10798
-0.3206208,-0.9482533
-0.3164613,-0.788527
-0.3031339,-0.6287774
-0.3031339,-0.6287774
-0.2722005,-0.4695275
-0.2416917,-0.3126594
-0.211146,-0.1557984
-0.1717565,0.001055464
-0.1239174,0.156041
-0.06603388,0.3087274
-0.06603388,0.3087274
0.006644472,0.4581412
0.07663164,0.6018262
0.1466961,0.7454736
0.2252852,0.8890833
0.3110169,1.029245
0.3110169,1.029245
0.4107778,1.16554
0.5052796,1.294454
0.5998749,1.423299
0.707345,1.552076
0.8172029,1.674722
0.8172029,1.674722
0.9396034,1.793705
1.054331,1.905033
1.169156,2.016261
1.284079,2.117868
1.284079,2.117868
1.403947,2.206902
1.532392,2.302109
1.660931,2.39719
1.789564,2.48129
1.923482,2.559995
1.923482,2.559995
2.061423,2.622998
2.206961,2.689274
2.352574,2.755387
2.49826,2.814019
2.646691,2.863787
2.646691,2.863787
2.79839,2.896764
2.954739,2.930556
3.111128,2.964159
3.267557,2.988755
3.425616,3.004569
3.425616,3.004569
3.584821,3.002753
3.744811,3.000733
3.904798,2.998516
4.064783,2.990053
4.224559,2.970135
4.38333,2.941894
4.38333,2.941894
4.540858,2.896995
4.69473,2.852942
4.84855,2.808708
5.002318,2.757405
5.002318,2.757405
5.154093,2.685393
5.298647,2.61661
5.443126,2.547668
5.587528,2.470269
5.728548,2.38401
5.728548,2.38401
5.865038,2.289317
5.996499,2.197917
6.127868,2.106385
6.259145,2.006517
6.386485,1.901579
6.386485,1.901579
6.390664,1.813723
6.241987,1.754408
6.093377,1.694923
5.944835,1.63487
5.796498,1.57427
5.796498,1.57427
5.648382,1.512365
5.500757,1.450469
